id,word,normalized_word,part_of_speech,countability,zh_definition,en_definition,examples_json,suggested_chinese,translation_sense,source_languages,match_score,direct_score,matching_gloss_score,score_margin,source_line,source,license
30164,sukha balka,sukha balka,proper noun,,蘇哈巴爾卡,"A village in Veselynove settlement hromada, Voznesensk Raion, Mykolaiv Oblast, Ukraine, founded in 1896.",[],蘇哈巴爾卡,"village in Mostove, Voznesensk, Mykolaiv, Ukraine",Chinese Mandarin,0.5188,0.4388,1.0000,0.5188,1389610,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
34630,zaozerne,zaozerne,proper noun,,扎奧澤爾涅,"A village in Ladyzhyn urban hromada, Haisyn Raion, Vinnytsia Oblast, Ukraine, founded in the early-seventeenth century.",[],扎奧澤爾涅,"village in Ladyzhyn, Haisyn, Vinnytsia, Ukraine",Chinese Mandarin,0.5163,0.4363,1.0000,0.2333,1428887,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
34671,zhvanets,zhvanets,proper noun,,日瓦內茨,"A village, the administrative centre of Zhvanets rural hromada, Kamianets-Podilskyi Raion, Khmelnytskyi Oblast, Ukraine, first mentioned in 1431.",[],日瓦內茨,"village in Zhvanets, Kamianets-Podilskyi, Khmelnytskyi, Ukraine",Chinese Mandarin,0.5156,0.4356,1.0000,0.5156,1325526,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
15667,iga,iga,proper noun,,伊賀,"A city in Mie Prefecture, central Japan.",[],伊賀,city in Japan,Chinese,0.5129,0.4329,1.0000,0.5129,815383,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
4728,butter,butter,noun,U,黃油,"A soft, fatty foodstuff made by churning the cream of milk (generally cow's milk).","[{""english"": ""The store sells foodstuffs, such as butter, cheese, and sugar."", ""chinese"": ""這家店賣黃油、奶酪、砂糖之類的食品。""}]",牛油；白脫；黃油,soft foodstuff made from milk,Chinese | Chinese Mandarin,0.5114,0.4314,1.0000,0.5114,7422,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
6294,cleanse,cleanse,verb,T,清洗,"(transitive) To free from dirt; to clean, to purify.","[{""english"": ""He cleansed the wound before putting on a bandage."", ""chinese"": ""他先清洗了伤口，再绑上绷带。""}]",清洗,"to clean, purify",Chinese,0.5052,0.4252,0.8202,0.5052,51396,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
16582,israel,israel,proper noun,,以色列,A en given name.,"[{""english"": ""Operation Yoav was a military operation carried out by Israel in its war for independence."", ""chinese"": ""约阿夫行动是以色列独立战争中的一次作战行动。""}]",以色列,Biblical: name given to Jacob,Chinese | Chinese Mandarin,0.5035,0.5035,0.5409,0.4535,1685,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
66929,open,open,adjective,,開著的；開放的,not closed or available to use,"[{""english"": ""The door is open."", ""chinese"": ""門是開著的。""}]",開著,not closed,Chinese Mandarin,0.5000,0.5000,0.2881,0.5000,1747,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
22567,paris,paris,proper noun,,巴黎,The capital and largest city of France.,[],巴黎,capital of France,Chinese | Chinese Mandarin,0.4988,0.4188,1.0000,0.2533,11386,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
31617,toledo,toledo,proper noun,,托萊多,"A province of Castilla-La Mancha, Spain.",[],托萊多,city and province of Spain,Chinese,0.4915,0.4115,1.0000,0.4915,296472,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
22834,peace,peace,noun,U,和平,"A state free of war, in particular war between different countries.","[{""english"": ""We are longing for world peace."", ""chinese"": ""我们希望世界和平。""}]",和平,state of being free from war,Chinese | Chinese Mandarin,0.4832,0.4032,1.0000,0.2234,1637,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
18721,lyptsi,lyptsi,proper noun,,利普齊,"A village, the administrative centre of Lyptsi rural hromada, Kharkiv Raion, Kharkiv Oblast, Ukraine, founded in 1660.",[],利普齊,"village in Lyptsi, Kharkiv, Kharkiv, Ukraine",Chinese Mandarin,0.4795,0.3995,1.0000,0.4795,1325986,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
16640,ivankiv,ivankiv,proper noun,,伊萬基夫,"A village in Skala-Podilska settlement hromada, Chortkiv Raion, Ternopil Oblast, Ukraine, first mentioned in 1443, but habitation dates from the 1710s.",[],伊萬基夫,"village in Skala-Podilska, Chortkiv, Ternopil, Ukraine",Chinese Mandarin,0.4770,0.3970,1.0000,0.2103,1399791,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
24578,prostore,prostore,proper noun,,普羅斯托雷,"A village in Bilokurakyne settlement hromada, Svatove Raion, Luhansk Oblast, Ukraine, founded in 1929, occupied by Russian forces since March 2022.",[],普羅斯托雷,"village in Bilokurakyne, Svatove, Luhansk, Ukraine",Chinese Mandarin,0.4718,0.3918,1.0000,0.2064,1395198,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
32887,usonia,usonia,proper noun,,美國,"The United States of America; a mononymous name for the country that does not convey the ambiguity of ""America"".",[],美國,"words for the country that are distinct from ""America"" or the ""United States of America"" — see also United States of America",Chinese,0.4699,0.3899,1.0000,0.4699,271074,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
29759,storm,storm,noun,C,風暴,"Any disturbed state of the atmosphere causing destructive or unpleasant weather, especially one affecting the earth's surface involving strong winds (leading to high waves at sea) and usually lightning, thunder, and precipitation.","[{""english"": ""We postponed our departure because of the storm."", ""chinese"": ""我們因為風暴推遲了起程。""}]",風暴,disturbed state of the atmosphere causing destructive or unpleasant weather,Chinese | Chinese Mandarin,0.4638,0.3838,1.0000,0.4638,2432,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
18191,lion,lion,noun,C,狮,"A big cat, Panthera leo, native to Africa, India and formerly much of Europe.","[{""english"": ""The lion is the king of beasts."", ""chinese"": ""狮子是万兽之王。""}]",獅；獅仔；獅子,big cat Panthera leo,Chinese | Chinese Mandarin,0.4636,0.3836,1.0000,0.4636,15844,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
17983,leyte,leyte,proper noun,,禮智,"A municipality of the province of Leyte, Philippines.",[],禮智,island in the Philippines,Chinese,0.4633,0.3833,1.0000,0.4633,881249,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
66849,time,time,noun,C or U,時間,The inevitable progression into the future with the passing of present and past events.,"[{""english"": ""I don't know if I have the time."", ""chinese"": ""我不知道我有沒有時間。""}]",時光；時間,inevitable passing of events,Chinese | Chinese Mandarin,0.4607,0.3807,1.0000,0.2668,1944,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
67438,snow,snow,verb,I,下雪,to have snow falling from the sky,"[{""english"": ""It snowed all night."", ""chinese"": ""整晚都在下雪。""}]",下雪,have snow fall from the atmosphere,Chinese Mandarin,0.4572,0.4572,0.2469,0.4572,9037,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
17270,kitchener,kitchener,proper noun,,基秦拿,"A city in the Regional Municipality of Waterloo, Ontario, Canada.",[],基奇納；基秦拿,"city in Ontario, Canada",Chinese Mandarin,0.4571,0.4571,0.0658,0.4571,457208,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
66966,state,state,noun,C,狀態；情況,the condition that someone or something is in,"[{""english"": ""The room was in a terrible state."", ""chinese"": ""房間的狀態很糟。""}]",狀態；狀況,a condition,Chinese Mandarin,0.4571,0.4571,0.2233,0.4571,9163,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
31602,toilet,toilet,noun,C,廁所,"(UK, AU, HK) A room, enclosed area or single-purpose building containing a fixture or fixtures used for urination and defecation; a bathroom or water closet. [from 19th c.]","[{""english"": ""Does it have a toilet?"", ""chinese"": ""有廁所嗎？""}]",便所；廁所；洗手間；盥洗室；衛生間,"room used for urination and defecation — see also bathroom, men's room, ladies' room, outhouse, portable toilet, latrine, shitter, water closet",Chinese | Chinese Mandarin,0.4566,0.3766,0.9811,0.4566,4743,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
8761,demydivka,demydivka,proper noun,,代米迪夫卡,"A rural settlement, the administrative centre of the settlement hromada of the same name in Dubno Raion, Rivne Oblast, Ukraine, founded in 1566.",[],代米迪夫卡,"rural settlement in Demydivka, Dubno, Rivne, Ukraine",Chinese Mandarin,0.4510,0.3710,1.0000,0.4510,1382641,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
5958,china,china,proper noun,,中國,"A large country in East Asia, occupying the region around the Yellow, Yangtze, and Pearl Rivers; the People's Republic of China, since 1949.",[],中國；神州,region corresponding to the People's Republic of China and Taiwan,Chinese Mandarin,0.4495,0.3695,1.0000,0.2222,1994,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
31462,tiger,tiger,noun,C,虎,"Panthera tigris, a large predatory mammal of the cat family, indigenous to Asia.",[],老虎；虎,The mammal Panthera tigris,Chinese | Chinese Mandarin,0.4474,0.3674,1.0000,0.4474,2736,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
5834,chemeryntsi,chemeryntsi,proper noun,,切梅林齊,"A village, the administrative centre of Chemeryntsi starostynskyi okruh, Peremyshliany urban hromada, Lviv Raion, Lviv Oblast, Ukraine, first mentioned in 1389.",[],切梅林齊,"village in Chemeryntsi, Peremyshliany, Lviv, Lviv, Ukraine",Chinese Mandarin,0.4473,0.3673,1.0000,0.4473,1401506,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
67537,horn,horn,noun,C,角；犄角,a hard pointed growth on the head of some animals,"[{""english"": ""The bull has two sharp horns."", ""chinese"": ""那頭公牛有兩隻尖角。""}]",角,growth on the heads of certain animals,Chinese Mandarin,0.4471,0.4471,0.4468,0.4471,15803,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
660,aftercare,aftercare,noun,U,事後照顧,"(BDSM) Tender affection and physical care given to a partner after an activity, usually to serve as a transition between the activity and whatever follows it.",[],事後照顧,affection given to a partner after a BDSM activity,Chinese Mandarin,0.4457,0.3657,0.9484,0.4457,134865,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
20617,nanjingese,nanjingese,proper noun,,南京話,The specific dialect of Jianghuai Mandarin spoken in Nanjing.,[],南京話,Nanjing dialect of Mandarin,Chinese Mandarin,0.4448,0.4448,0.2545,0.4448,755216,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
18728,lysivka,lysivka,proper noun,,利西夫卡,"A village in Novi Sanzhary settlement hromada, Poltava Raion, Poltava Oblast, Ukraine.",[],利西夫卡,"village in Liutenka, Myrhorod, Poltava, Ukraine",Chinese Mandarin,0.4423,0.3623,1.0000,0.0911,1389712,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
67296,back,back,noun,C,背部；後面,"the part of the body opposite the chest, or the rear part of something","[{""english"": ""My back hurts."", ""chinese"": ""我的背部很痛。""}]",尻脊；尻脊骿；背；背部；脊背,the rear of body,Chinese | Chinese Mandarin,0.4418,0.4418,0.4804,0.1914,6989,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
66592,bed,bed,noun,C,床,a piece of furniture used for sleeping or resting,"[{""english"": ""The child was asleep in bed."", ""chinese"": ""孩子在床上睡着了。""}]",床；床鋪；眠床；睡鋪；臥榻,piece of furniture,Chinese | Chinese Mandarin,0.4412,0.4412,0.3144,0.4412,5013,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
30950,telmanove,telmanove,proper noun,,台爾曼諾沃區,"(as Telmanove Raion) Former name of Boikivske Raion: a former raion of Donetsk Oblast, Ukraine; known by this name 1935–2016.",[],台爾曼諾沃區,former name of Boikivske Raion,Chinese Mandarin,0.4406,0.4406,0.5381,0.4406,1419576,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
18463,look,look,verb,I,看；注視,"To try to see, to pay attention to with one’s eyes.","[{""english"": ""You look stupid."", ""chinese"": ""你看上去很傻。""}]",看；見；視,to try to see,Chinese | Chinese Mandarin,0.4391,0.3591,1.0000,0.4391,5397,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
15336,hryhorivka,hryhorivka,proper noun,,赫里霍里夫卡,"A village in Makiivka rural hromada, Nizhyn Raion, Chernihiv Oblast, Ukraine, founded in 1910.",[],赫里霍里夫卡,"village in Bakhmach, Nizhyn, Chernihiv, Ukraine",Chinese Mandarin,0.4374,0.4374,0.7321,0.1010,1423861,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
66825,boy,boy,noun,C or U,男孩儿,A male child. [from 15th c.],"[{""english"": ""Jack is the most intelligent boy in the class."", ""chinese"": ""杰克是班里最聪明的男孩儿 。""}]",男僕,male servant,Chinese Mandarin,0.4369,0.3569,0.9118,0.1417,3527,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
6692,come,come,verb,I,來,(intransitive) To move nearer to the point of perspective.,[],來,to move nearer,Chinese Mandarin,0.4351,0.3551,0.8431,0.2578,6505,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
66482,brain,brain,noun,C,智囊；聰明的人,an intelligent person who plans or organizes something,"[{""english"": ""She is the brain behind the successful project."", ""chinese"": ""她是這個成功項目背後的智囊。""}]",聰明人,intelligent person,Chinese Mandarin,0.4300,0.4300,0.4480,0.2360,8226,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
15696,illinivka,illinivka,proper noun,,伊利尼夫卡,"A village, the administrative centre of Illinivka rural hromada, Kramatorsk Raion, Donetsk Oblast, Ukraine, first recorded as an unnamed khutir on a map from 1888.",[],伊利尼夫卡,"village in Illinivka, Kramatorsk, Donetsk, Ukraine",Chinese Mandarin,0.4276,0.3476,1.0000,0.4276,1395673,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
9063,dien bien phu,dien bien phu,proper noun,,奠邊府,"A city in Dien Bien Phu prefecture, Dien Bien, Northern Vietnam, North Vietnam, Vietnam.",[],奠邊府,Dien Bien Phu,Chinese,0.4237,0.3437,1.0000,0.1101,1038725,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
66758,small,small,adjective,,小,Not large or big; insignificant; few in number.,"[{""english"": ""When we are small, everything seems so big."", ""chinese"": ""我們小時候，所有的一切對我們来說都显得那麼大。。。""}]",小；細,not large,Chinese | Chinese Mandarin,0.4152,0.3352,1.0000,0.4152,2768,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
17010,kadiivka,kadiivka,proper noun,,斯達漢諾夫,"A city, the administrative centre of Kadiivka urban hromada, Alchevsk Raion, Luhansk Oblast, Ukraine, founded in 1814, controlled by the Luhansk People’s Republic since 2014.",[],斯達漢諾夫,"city in Kadiivka, Alchevsk, Luhansk, Ukraine",Chinese Mandarin,0.4101,0.3301,1.0000,0.4101,1207815,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
67459,wine,wine,noun,C or U,葡萄酒,an alcoholic drink made from grapes,"[{""english"": ""They served red wine with dinner."", ""chinese"": ""他們晚餐供應紅葡萄酒。""}]",葡萄酒,"alcoholic beverage made from grapes — see also port wine, chianti",Chinese | Chinese Mandarin,0.4065,0.4065,0.2954,0.1641,7042,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
22568,paris,paris,proper noun,,巴黎,"A department of Île-de-France, France.","[{""english"": ""Paris is the most beautiful city in the world."", ""chinese"": ""巴黎是世界上最美丽的城市。""}]",巴黎,capital of France,Chinese | Chinese Mandarin,0.4050,0.3250,1.0000,0.2673,11386,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
2666,balakliia,balakliia,proper noun,,巴拉克利亚,"A city, the administrative centre of Balakliia urban hromada, Izium Raion, Kharkiv Oblast, Ukraine, founded in 1663, perhaps on the site of an earlier Tatar settlement.",[],巴拉克利亚,"city in Balakliia, Izium, Kharkiv, Ukraine",Chinese Mandarin,0.3944,0.3144,1.0000,0.3944,1193393,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
34628,zaozerne,zaozerne,proper noun,,扎奧澤爾內,"A village in Novotroitske settlement hromada, Henichesk Raion, Kherson Oblast, Ukraine, founded in 1907.",[],扎奧澤爾內,"village in Tavrychanka, Kakhovka, Kherson, Ukraine",Chinese Mandarin,0.3912,0.3112,1.0000,0.0948,1428887,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
21696,oleshky,oleshky,proper noun,,奧萊什基,"A city, the administrative centre of Oleshky urban hromada, Kherson Raion, Kherson Oblast, Ukraine, founded in 1784 on the site of a much older settlement.",[],奧萊什基,"city in Oleshky, Kherson, Kherson, Ukraine",Chinese Mandarin,0.3829,0.3029,1.0000,0.3829,1190697,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
17371,krasnaya yaruga,krasnaya yaruga,proper noun,,紅亞魯加區,"An urban-type settlement, the administrative centre of both the urban settlement and the raion of the same name in Belgorod Oblast, Central Federal District, Russia, first mentioned in 1681.",[],紅亞魯加,"urban-type settlement in Krasnaya Yaruga, Krasnaya Yaruga, Belgorod, Central Russia",Chinese Mandarin,0.3828,0.3028,1.0000,0.3828,1381895,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
13587,god,god,proper noun,,天主,The single male deity of various bitheistic or duotheistic religions.,[],上帝；天主；真主,single deity of monotheism,Chinese | Chinese Mandarin,0.3824,0.3024,1.0000,0.3824,63823,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
16659,jabalya,jabalya,proper noun,,賈巴利亞,"A city in the Jabalya region, North Gaza governorate, Northern Gaza, Gaza Strip, Palestine, Israel, Levant, lying to the north of Gaza City.",[],賈巴利亞,city in the Gaza Strip,Chinese Mandarin,0.3811,0.3011,1.0000,0.3811,1274735,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
24579,prostore,prostore,proper noun,,普羅斯托雷,"A village in Chernihivka settlement hromada, Berdiansk Raion, Zaporizhzhia Oblast, Ukraine, founded by Frisian Mennonites from West Prussia in May 1820, occupied by Russian forces since late February 2022.",[],普羅斯托雷,"village in Chernihivka, Berdiansk, Zaporizhzhia, Ukraine",Chinese Mandarin,0.3781,0.2981,1.0000,0.1660,1395198,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
5959,china,china,proper noun,,中國,"(historical) The Republic of China prior to 1949, and sometimes after that time, particularly up through the early 1970's or so (when the People's Republic of China assumed the United Nations seat allocated to China).","[{""english"": ""Mr Wang is from China."", ""chinese"": ""王先生是中國人。""}]",中國；神州,region corresponding to the People's Republic of China and Taiwan,Chinese Mandarin,0.3752,0.2952,0.9478,0.1610,1994,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
66772,world,world,noun,C,世界,"(with ""the"" or a plural possessive pronoun) The subjective human experience, regarded collectively; human collective existence; existence in general; the reality we live in.","[{""english"": ""Education in this world disappoints me."", ""chinese"": ""世界上的教育都讓我失望。""}]",世界,collective/subjective human experience,Chinese | Chinese Mandarin,0.3750,0.2950,0.8083,0.2617,1817,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
67083,by,by,preposition,,乘搭,using a means of transport,"[{""english"": ""We travelled by train."", ""chinese"": ""我們乘搭火車旅行。""}]",用…；由…,indicates a means,Chinese Mandarin,0.3729,0.3729,0.2958,0.3729,8213,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
34573,you,you,pronoun,,您,"(object pronoun) The person spoken to or written to, as an object. (Replacing thee; originally as a mark of respect.) [from 13th c.]",[],你；您；汝,subject pronoun: the person being addressed,Chinese | Chinese Mandarin,0.3720,0.2920,0.9012,0.3720,2938,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
9023,diamond,diamond,noun,C or U,钻石,A gemstone made from this mineral.,"[{""english"": ""The diamond was set in a gold ring."", ""chinese"": ""钻石被镶在一个金戒指上。""}]",金剛石,uncountable: mineral,Chinese | Chinese Mandarin,0.3704,0.2904,1.0000,0.3704,17308,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
66771,red,red,adjective,,红,(of hair) Having an orange-brown or orange-blond colour; ginger.,"[{""english"": ""Fish and red wine don't go together."", ""chinese"": ""鱼和红酒不相配。""}]",紅；紅色,having red as its colour,Chinese | Chinese Mandarin,0.3693,0.2893,0.8619,0.3693,2849,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
26377,rose,rose,noun,C or U,玫瑰花,A flower of the rose plant.,[],月季；玫瑰；玫瑰花,flower,Chinese | Chinese Mandarin,0.3675,0.2875,1.0000,0.3675,4420,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
67650,pot,pot,noun,C,鍋；壺,a deep round container used for cooking or holding food or liquid,"[{""english"": ""Heat the soup in a large pot."", ""chinese"": ""用大鍋把湯加熱。""}]",壺；鍋,vessel for cooking or storing food etc.,Chinese Mandarin,0.3598,0.3598,0.2485,0.3598,12099,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
14798,hen,hen,noun,C,母雞,"A female of other bird species, particularly a sexually mature female fowl.","[{""english"": ""That fox must have killed the hen."", ""chinese"": ""那隻狐狸殺了一隻母雞。""}]",母雞,female bird,Chinese Mandarin,0.3586,0.2786,1.0000,0.3586,17969,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
18789,madder,madder,noun,C or U,茜草,A dye made from the plant.,[],茜草,plant,Chinese,0.3550,0.2750,1.0000,0.3550,23350,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
66840,man,man,noun,C,人,"A male person, usually an adult; a (generally adult male) sentient being, whether human, supernatural, elf, alien, etc.","[{""english"": ""You seem to be an honest man."", ""chinese"": ""你看起来像個老實人。""}]",查埔人；男人；男子；男子漢；男的,adult male human,Chinese | Chinese Mandarin,0.3477,0.2677,1.0000,0.1549,1355,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
14766,hello,hello,exclamation,,喂,A greeting used when answering the telephone.,[],你們好；你好；哈囉；嗨；好；您好；汝好,greeting,Chinese | Chinese Mandarin,0.3473,0.2673,1.0000,0.3473,4477,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
66700,number,number,noun,C,數,An abstract entity used to describe quantity.,"[{""english"": ""Due to a number of unfortunate causes, one-parent families are on the increase."", ""chinese"": ""由于诸多不幸因素，单親家庭的數量在增長中。""}]",多少；數碼,quantity,Chinese Mandarin,0.3473,0.2673,1.0000,0.1833,1117,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
67828,saddle,saddle,noun,C,馬鞍；車座,"a seat used for riding a horse, bicycle, or motorcycle","[{""english"": ""He climbed into the saddle."", ""chinese"": ""他跨上馬鞍。""}]",鞍；鞍子；鞍座；馬鞍,seat for a rider placed on the back of a horse or other animal,Chinese Mandarin,0.3435,0.3435,0.1842,0.3435,73167,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
27070,science,science,noun,C,科學,"A particular discipline or branch of knowledge that is natural, measurable or consisting of systematic principles rather than intuition or technical skill. [from 14th c.]","[{""english"": ""Science has brought about many changes to our lives."", ""chinese"": ""科學為我們的生活帶來了許多的改變。""}]",科學,particular discipline or branch of learning,Chinese Mandarin,0.3423,0.2623,0.9905,0.3423,6240,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
66688,head,head,noun,C,頭,"The part of the body of an animal or human which contains the brain, mouth, and main sense organs.","[{""english"": ""Cover your head when you are in the sun."", ""chinese"": ""當你在陽光下的時候，遮住你的頭。""}]",腦袋；頭；頭腦,part of the body,Chinese | Chinese Mandarin,0.3415,0.2615,1.0000,0.1759,191,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
2544,baby,baby,noun,C,嬰兒,"A very young human, even if not yet born.","[{""english"": ""Mick named the baby Richard."", ""chinese"": ""米克為嬰兒取名為理查。""}]",娃娃；嬰；嬰仔；嬰兒；嬰孩；嬰幼兒；宝宝；小娃娃,very young human being — see also child,Chinese | Chinese Mandarin,0.3408,0.3408,0.2167,0.3408,2512,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
10739,era,era,noun,C,时代,"A time period of indeterminate length, generally more than one year.","[{""english"": ""The revolution ushered in a new era."", ""chinese"": ""革命迎来了新时代。""}]",時代；紀元,time period,Chinese Mandarin,0.3407,0.2607,1.0000,0.3407,8124,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
